0,-0.9,1,1.5707963,0,3.1415927,0
0,-0.9,1,1.5707963,0,3.1415927,0.1
0,-0.8995469,1.0285551,1.6025296,0,3.1415927,0.1
0,-0.898188,1.0570815,1.6342628,0,3.1415927,0.1
0,-0.8959247,1.0855504,1.6659961,0,3.1415927,0.1
0,-0.8927593,1.1139332,1.6977294,0,3.1415927,0.1
0,-0.888695,1.1422013,1.7294626,0,3.1415927,0.1
0,-0.8837358,1.1703261,1.7611959,0,3.1415927,0.1
0,-0.8778868,1.1982795,1.7929291,0,3.1415927,0.1
0,-0.8711538,1.2260332,1.8246624,0,3.1415927,0.1
0,-0.8635437,1.2535593,1.8563957,0,3.1415927,0.1
0,-0.855064,1.2808301,1.8881289,0,3.1415927,0.1
0,-0.8457234,1.3078181,1.9198622,0,3.1415927,0.1
0,-0.8355311,1.3344962,1.9515954,0,3.1415927,0.1
0,-0.8244976,1.3608375,1.9833287,0,3.1415927,0.1
0,-0.8126339,1.3868154,2.015062,0,3.1415927,0.1
0,-0.7999519,1.4124039,2.0467952,0,3.1415927,0.1
0,-0.7864644,1.4375771,2.0785285,0,3.1415927,0.1
0,-0.7721851,1.4623097,2.1102617,0,3.1415927,0.1
0,-0.7571282,1.4865767,2.141995,0,3.1415927,0.1
0,-0.7413089,1.5103539,2.1737283,0,3.1415927,0.1
0,-0.7247432,1.5336171,2.2054615,0,3.1415927,0.1
0,-0.7074478,1.5563431,2.2371948,0,3.1415927,0.1
0,-0.68944,1.5785088,2.268928,0,3.1415927,0.1
0,-0.670738,1.6000921,2.3006613,0,3.1415927,0.1
0,-0.6513606,1.6210711,2.3323945,0,3.1415927,0.1
0,-0.6313274,1.6414248,2.3641278,0,3.1415927,0.1
0,-0.6106585,1.6611325,2.3958611,0,3.1415927,0.1
0,-0.5893747,1.6801746,2.4275943,0,3.1415927,0.1
0,-0.5674974,1.6985318,2.4593276,0,3.1415927,0.1
0,-0.5450487,1.7161857,2.4910608,0,3.1415927,0.1
0,-0.5220512,1.7331184,2.5227941,0,3.1415927,0.1
0,-0.4985281,1.7493129,2.5545274,0,3.1415927,0.1
0,-0.4745029,1.7647529,2.5862606,0,3.1415927,0.1
0,-0.45,1.7794229,2.6179939,0,3.1415927,0.1
0,-0.425044,1.793308,2.6497271,0,3.1415927,0.1
0,-0.39966,1.8063944,2.6814604,0,3.1415927,0.1
0,-0.3738735,1.8186688,2.7131937,0,3.1415927,0.1
0,-0.3477106,1.8301189,2.7449269,0,3.1415927,0.1
0,-0.3211976,1.8407331,2.7766602,0,3.1415927,0.1
0,-0.2943612,1.8505007,2.8083934,0,3.1415927,0.1
0,-0.2672283,1.859412,2.8401267,0,3.1415927,0.1
0,-0.2398264,1.8674579,2.87186,0,3.1415927,0.1
0,-0.212183,1.8746304,2.9035932,0,3.1415927,0.1
0,-0.184326,1.8809222,2.9353265,0,3.1415927,0.1
0,-0.1562834,1.886327,2.9670597,0,3.1415927,0.1
0,-0.1280834,1.8908393,2.998793,0,3.1415927,0.1
0,-0.0997544,1.8944546,3.0305262,0,3.1415927,0.1
0,-0.071325,1.8971693,3.0622595,0,3.1415927,0.1
0,-0.0428237,1.8989806,3.0939928,0,3.1415927,0.1
0,-0.0142794,1.8998867,3.125726,0,3.1415927,0.1
0,0.0142794,1.8998867,-3.125726,0,3.1415927,0.1
0,0.0428237,1.8989806,-3.0939928,0,3.1415927,0.1
0,0.071325,1.8971693,-3.0622595,0,3.1415927,0.1
0,0.0997544,1.8944546,-3.0305262,0,3.1415927,0.1
0,0.1280834,1.8908393,-2.998793,0,3.1415927,0.1
0,0.1562834,1.886327,-2.9670597,0,3.1415927,0.1
0,0.184326,1.8809222,-2.9353265,0,3.1415927,0.1
0,0.212183,1.8746304,-2.9035932,0,3.1415927,0.1
0,0.2398264,1.8674579,-2.87186,0,3.1415927,0.1
0,0.2672283,1.859412,-2.8401267,0,3.1415927,0.1
0,0.2943612,1.8505007,-2.8083934,0,3.1415927,0.1
0,0.3211976,1.8407331,-2.7766602,0,3.1415927,0.1
0,0.3477106,1.8301189,-2.7449269,0,3.1415927,0.1
0,0.3738735,1.8186688,-2.7131937,0,3.1415927,0.1
0,0.39966,1.8063944,-2.6814604,0,3.1415927,0.1
0,0.425044,1.793308,-2.6497271,0,3.1415927,0.1
0,0.45,1.7794229,-2.6179939,0,3.1415927,0.1
0,0.4745029,1.7647529,-2.5862606,0,3.1415927,0.1
0,0.4985281,1.7493129,-2.5545274,0,3.1415927,0.1
0,0.5220512,1.7331184,-2.5227941,0,3.1415927,0.1
0,0.5450487,1.7161857,-2.4910608,0,3.1415927,0.1
0,0.5674974,1.6985318,-2.4593276,0,3.1415927,0.1
0,0.5893747,1.6801746,-2.4275943,0,3.1415927,0.1
0,0.6106585,1.6611325,-2.3958611,0,3.1415927,0.1
0,0.6313274,1.6414248,-2.3641278,0,3.1415927,0.1
0,0.6513606,1.6210711,-2.3323945,0,3.1415927,0.1
0,0.670738,1.6000921,-2.3006613,0,3.1415927,0.1
0,0.68944,1.5785088,-2.268928,0,3.1415927,0.1
0,0.7074478,1.5563431,-2.2371948,0,3.1415927,0.1
0,0.7247432,1.5336171,-2.2054615,0,3.1415927,0.1
0,0.7413089,1.5103539,-2.1737283,0,3.1415927,0.1
0,0.7571282,1.4865767,-2.141995,0,3.1415927,0.1
0,0.7721851,1.4623097,-2.1102617,0,3.1415927,0.1
0,0.7864644,1.4375771,-2.0785285,0,3.1415927,0.1
0,0.7999519,1.4124039,-2.0467952,0,3.1415927,0.1
0,0.8126339,1.3868154,-2.015062,0,3.1415927,0.1
0,0.8244976,1.3608375,-1.9833287,0,3.1415927,0.1
0,0.8355311,1.3344962,-1.9515954,0,3.1415927,0.1
0,0.8457234,1.3078181,-1.9198622,0,3.1415927,0.1
0,0.855064,1.2808301,-1.8881289,0,3.1415927,0.1
0,0.8635437,1.2535593,-1.8563957,0,3.1415927,0.1
0,0.8711538,1.2260332,-1.8246624,0,3.1415927,0.1
0,0.8778868,1.1982795,-1.7929291,0,3.1415927,0.1
0,0.8837358,1.1703261,-1.7611959,0,3.1415927,0.1
0,0.888695,1.1422013,-1.7294626,0,3.1415927,0.1
0,0.8927593,1.1139332,-1.6977294,0,3.1415927,0.1
0,0.8959247,1.0855504,-1.6659961,0,3.1415927,0.1
0,0.898188,1.0570815,-1.6342628,0,3.1415927,0.1
0,0.8995469,1.0285551,-1.6025296,0,3.1415927,0.1
0,0.9,1,-1.5707963,0,3.1415927,0.1
